county,batch,page_type,url,external,notes,verify_status,http_status,final_url,audit_confidence,audit_reason,flag_for_review
Walker,3,voter_registration,https://www.co.walker.tx.us/department/division.php?structureid=251,false,"found via ""Interested in becoming a Deputy Voter Re"" score=12 [after 2 rejected]",ok,200,https://www.co.walker.tx.us/department/division.php?structureid=251,,,
Waller,3,voter_registration,https://www.co.waller.tx.us/page/Elections.VoterRegistration,false,"found via ""Voter Registration"" score=32",ok,200,https://www.co.waller.tx.us/page/Elections.VoterRegistration,,,
Ward,3,voter_registration,,false,GAP: no distinct voter-registration page found,gap,,,,,
Washington,3,voter_registration,,false,GAP: no distinct voter-registration page found,gap,,,,,
Webb,1,voter_registration,https://www.webbcountytx.gov/705/Register-to-Vote-Address-Name-Change,false,"found via ""Register to Vote / Address / Name Change"" score=19",ok,200,https://www.webbcountytx.gov/705/Register-to-Vote-Address-Name-Change,,,
Wharton,3,voter_registration,,false,GAP: no distinct voter-registration page found,gap,,,,,
Wheeler,3,voter_registration,,false,GAP: no distinct voter-registration page found,gap,,,,,
Wichita,3,voter_registration,,false,GAP: no distinct voter-registration page found,gap,,,,,
Wilbarger,3,voter_registration,,false,GAP: folded into the homepage page,gap,,,,,
Willacy,3,voter_registration,,false,GAP: no distinct voter-registration page found,gap,,,,,
Williamson,1,voter_registration,https://www.wilcotx.gov/294/Voter-Registration,false,"found via ""Voter Registration"" score=32",ok,200,https://www.wilcotx.gov/294/Voter-Registration,,,
Wilson,3,voter_registration,https://www.co.wilson.tx.us/page/wilson.Voter.Registrar,false,"found via ""Voter Registrar"" score=24",ok,200,https://www.co.wilson.tx.us/page/wilson.Voter.Registrar,,,
Winkler,3,voter_registration,,false,GAP: no reachable HTML registration page (Instructions%20Voter%20Registr -> image/jpeg),gap,,,,,
Wise,3,voter_registration,,false,GAP: no reachable HTML registration page (Deputy-Voter-Registrar-Trainin -> application/pdf),gap,,,,,
Wood,3,voter_registration,,false,GAP: folded into the elections page,gap,,,,,
Yoakum,3,voter_registration,,false,GAP: no distinct voter-registration page found,gap,,,,,
Young,3,voter_registration,,false,GAP: no distinct voter-registration page found,gap,,,,,
Zapata,3,voter_registration,,false,GAP: no distinct voter-registration page found,gap,,,,,
Zavala,3,voter_registration,,false,GAP: no distinct voter-registration page found,gap,,,,,
