county,facts_stated,pages,fips,rucc,rucc_band,pop2020,platform,mentions_nov3,has_elections_page,unemp,med_income,pct_bach,pct_pov,land_sqmi,density,nov3
nacogdoches,1,2,48347,5,"Nonmetro, has an urban core",64653,CivicPlus,yes,yes,4.3,51708,26.505261490000002,20.8,946.3236269451446,68.32017943872782,1
navarro,1,2,48349,4,"Nonmetro, has an urban core",52624,ezTask Titanium (TAC),yes,yes,4,50822,17.071955940000006,16,1009.7020503310342,52.11834519177914,1
newton,0,2,48351,8,"Nonmetro, rural",12217,ezTask Titanium (TAC),no,yes,7.1,47804,6.23017671,19.8,933.6770839461499,13.084823661265547,0
nolan,3,2,48353,6,"Nonmetro, has an urban core",14738,ezTask Titanium (TAC),yes,yes,3.5,50579,13.72078464,18.3,911.9971373150436,16.160138444501335,1
nueces,0,3,48355,2,Medium metro (250k-1M),353178,Granicus / Vision,no,yes,4.2,60250,23.684953540000002,18.2,839.24555275275,420.8279672636522,0
ochiltree,3,2,48357,7,"Nonmetro, has an urban core",10015,ezTask Titanium (TAC),yes,yes,3.3,69383,19.014084510000004,11.8,917.6845460499045,10.913336225513136,1
oldham,0,2,48359,2,Medium metro (250k-1M),1758,ezTask Titanium (TAC),no,yes,3,66411,25.260625499999996,15.7,1500.5231487336828,1.171591388965646,0
orange,0,4,48361,2,Medium metro (250k-1M),84808,EvoGov,no,yes,5.4,63901,17.79387088,12.5,333.78571958000225,254.07917422804272,0
palo_pinto,0,3,48363,6,"Nonmetro, has an urban core",28409,ezTask Titanium (TAC),no,yes,3.7,56809,18.676514920000002,14.8,952.5490423969553,29.824186194668528,0
panola,1,2,48365,6,"Nonmetro, has an urban core",22491,CivicPlus,no,yes,4.5,59772,17.874708780000002,13.5,811.3554235582958,27.720280590919135,0
parker,0,2,48367,1,Large metro (1M+),148222,CivicPlus,no,yes,3.3,95277,31.58184807,7.9,903.7185533643242,164.01345247168555,0
parmer,1,2,48369,9,"Nonmetro, rural",9869,WordPress,yes,yes,2.6,57786,16.69367909,15.2,880.8217957417573,11.204309484291452,1
pecos,1,4,48371,7,"Nonmetro, has an urban core",15193,WordPress,yes,yes,3.6,54003,13.417521699999998,22.6,4763.8345860977715,3.1892375197781866,1
polk,0,3,48373,6,"Nonmetro, has an urban core",50123,CivicPlus,no,yes,5.4,58894,13.407298489999999,16.9,1057.0447182477606,47.41805066022919,0
potter,1,5,48375,2,Medium metro (250k-1M),118525,ezTask Titanium (TAC),yes,yes,3.1,51028,17.33556597,20.7,908.3897790557811,130.47813034972708,1
presidio,0,2,48377,9,"Nonmetro, rural",6131,ezTask Titanium (TAC),no,yes,6.3,43666,20.197175590000004,21.3,3855.2522335710646,1.590298021647456,0
rains,4,2,48379,8,"Nonmetro, rural",12164,ezTask Titanium (TAC),yes,yes,3.5,45419,25.159438780000002,12.8,229.4900392419176,53.00447914942959,1
randall,0,2,48381,2,Medium metro (250k-1M),140753,CivicPlus,no,yes,2.9,77066,32.05227798,9.1,912.7104780415382,154.2142918113779,0
reagan,1,2,48383,8,"Nonmetro, rural",3385,ezTask Titanium (TAC),yes,yes,3.6,83195,17.048630519999996,11.9,1175.3139357076045,2.8800815655793626,1
real,0,2,48385,9,"Nonmetro, rural",2758,ezTask Titanium (TAC),no,yes,5.1,49467,19.145651060000002,15.6,699.158761389063,3.944740668801041,0
red_river,1,2,48387,8,"Nonmetro, rural",11587,ezTask Titanium (TAC),yes,yes,4.8,47081,15.6374269,18.7,1043.895620045916,11.09976876758075,1
reeves,0,4,48389,7,"Nonmetro, has an urban core",14748,Granicus / Vision,no,yes,3.1,53969,6.871414914,22.2,2635.3535337272265,5.59621311192417,0
refugio,0,5,48391,8,"Nonmetro, rural",6741,ezTask Titanium (TAC),no,yes,3.9,50936,13.802637180000001,15.5,770.4844471274426,8.749040976923183,0
roberts,1,2,48393,9,"Nonmetro, rural",827,ezTask Titanium (TAC),no,yes,3.6,70814,22.030651340000002,7.4,924.057694612351,0.8949657633086779,0
robertson,1,3,48395,2,Medium metro (250k-1M),16757,ezTask Titanium (TAC),yes,yes,3.6,57796,19.130584790000004,16.9,855.1546338952112,19.59528643804714,1
rockwall,3,5,48397,1,Large metro (1M+),107819,CivicPlus,yes,yes,3.6,124291,43.9721975,5.1,127.20875734058872,847.5752947678391,1
runnels,0,2,48399,8,"Nonmetro, rural",9900,ezTask Titanium (TAC),no,yes,3.9,52729,19.06501096,15.3,1051.070200858953,9.418971246553795,0
rusk,3,3,48401,2,Medium metro (250k-1M),52214,ezTask Titanium (TAC),yes,yes,4.1,55085,17.86029574,16.8,924.1985346411494,56.49651892195848,1
sabine,0,5,48403,9,"Nonmetro, rural",9894,ezTask Titanium (TAC),no,yes,6.8,50564,17.828556669999998,16.3,491.71013993573894,20.121610673501742,0
san_augustine,1,2,48405,9,"Nonmetro, rural",7918,ezTask Titanium (TAC),yes,yes,5.4,49591,11.51850571,22.7,530.6589469246637,14.92107133194929,1
san_jacinto,0,2,48407,1,Large metro (1M+),27402,ezTask Titanium (TAC),no,yes,4.7,57855,15.82162492,17.3,569.24287154353,48.1376252032777,0
san_patricio,0,3,48409,2,Medium metro (250k-1M),68755,ezTask Titanium (TAC),no,yes,4.8,62919,17.241227879999997,16.4,693.3211291846433,99.16761094654215,0
san_saba,4,2,48411,9,"Nonmetro, rural",5730,ezTask Titanium (TAC),yes,yes,3.8,51350,21.66828794,17.9,1135.3129964754935,5.0470663313010755,1
schleicher,1,2,48413,8,"Nonmetro, rural",2451,ezTask Titanium (TAC),no,yes,3.5,54168,24.204947,14.8,1310.6415642966022,1.8700765081530188,0
scurry,1,4,48415,7,"Nonmetro, has an urban core",16932,ezTask Titanium (TAC),no,yes,4.1,60387,17.88304416,15.1,905.4444941061911,18.700207588886396,0
shackelford,1,2,48417,8,"Nonmetro, rural",3105,ezTask Titanium (TAC),yes,yes,2.7,64690,34.60490463,12,914.2857624933267,3.3960935709339157,1
shelby,0,2,48419,7,"Nonmetro, has an urban core",24022,ezTask Titanium (TAC),no,yes,4.5,51551,13.73284189,19.6,795.5891604459914,30.19397597942856,0
sherman,0,3,48421,9,"Nonmetro, rural",2782,ezTask Titanium (TAC),no,yes,3.2,73395,25.62972292,12,922.8596833210945,3.0145427850834468,0
smith,3,5,48423,3,Small metro (<250k),233479,CivicPlus,yes,yes,3.6,67978,27.74101779,13,921.4732449099931,253.37577763617602,1
somervell,0,3,48425,8,"Nonmetro, rural",9205,CivicPlus,no,yes,3.6,75568,24.97420021,9.3,186.2072965269327,49.4341530739565,0
starr,1,5,48427,4,"Nonmetro, has an urban core",65920,ezTask Titanium (TAC),yes,yes,9.3,35758,13.29701757,31.6,1223.179063937865,53.892354720149626,1
stephens,1,2,48429,7,"Nonmetro, has an urban core",9101,ezTask Titanium (TAC),no,yes,3.9,50710,18.203309689999998,16.2,896.7211942142854,10.149196939606599,0
sterling,1,2,48431,8,"Nonmetro, rural",1372,ezTask Titanium (TAC),yes,yes,4,75895,24.523506989999998,11.8,923.4493242519171,1.4857339368475386,1
stonewall,1,2,48433,9,"Nonmetro, rural",1245,ezTask Titanium (TAC),yes,yes,2.7,53153,14.108910889999999,15.5,916.3125849253416,1.358706647144259,1
sutton,0,2,48435,9,"Nonmetro, rural",3372,ezTask Titanium (TAC),no,yes,5.8,68838,15.477855479999999,13.9,1453.9351591849586,2.3192230951277515,0
swisher,0,2,48437,8,"Nonmetro, rural",6971,ezTask Titanium (TAC),no,yes,4.6,52148,20.138423760000002,20.9,890.1595710414285,7.8311801914845285,0
tarrant,3,5,48439,1,Large metro (1M+),2110640,Other / unknown,yes,yes,3.7,76285,34.54800144,11.6,865.2492412407253,2439.3433699790885,1
taylor,0,5,48441,3,Small metro (<250k),143208,CivicPlus,no,yes,3.3,61798,29.00993452,17.9,915.5363516321316,156.41978578425895,0
terrell,0,2,48443,9,"Nonmetro, rural",760,ezTask Titanium (TAC),no,yes,3.5,47969,32.34042553,17.4,2357.957462206265,0.32231285431624895,0
terry,0,2,48445,6,"Nonmetro, has an urban core",11831,ezTask Titanium (TAC),no,yes,3.9,46998,10.965209150000002,22.3,888.8508329870288,13.31044485860616,0
throckmorton,2,3,48447,9,"Nonmetro, rural",1440,ezTask Titanium (TAC),yes,yes,3.6,50997,24.978012309999997,15,912.5522371606563,1.5779918577378773,1
titus,0,2,48449,7,"Nonmetro, has an urban core",31247,ezTask Titanium (TAC),no,yes,4.2,58411,15.40151206,16,406.3020401278985,76.90584076359512,0
tom_green,0,5,48451,3,Small metro (<250k),120003,ezTask Titanium (TAC),no,yes,3.5,60348,25.117170040000005,13.2,1522.3200959019075,78.82901915507036,0
travis,4,4,48453,1,Large metro (1M+),1290188,Other / unknown,yes,yes,3.3,95151,55.51476844,11.2,994.2944139616147,1297.5915200603836,1
trinity,0,3,48455,8,"Nonmetro, rural",13602,ezTask Titanium (TAC),no,yes,5,49629,15.89449768,17.1,693.7949707421631,19.605215623644163,0
tyler,4,4,48457,8,"Nonmetro, rural",19798,ezTask Titanium (TAC),yes,yes,5.8,50722,11.97592504,17.5,924.3898316583392,21.41737102893347,1
upshur,0,3,48459,2,Medium metro (250k-1M),40892,ezTask Titanium (TAC),no,yes,4.2,59690,17.488570129999996,14.9,582.9798330618592,70.14307816658386,0
upton,3,2,48461,8,"Nonmetro, rural",3308,ezTask Titanium (TAC),yes,yes,1.7,61607,8.808988763999999,15.6,1241.3225313995747,2.664899666543774,1
uvalde,1,5,48463,6,"Nonmetro, has an urban core",24564,Wix,no,yes,4.2,48427,20.16378643,20.5,1551.921693184916,15.828118202013643,0
val_verde,1,4,48465,5,"Nonmetro, has an urban core",47586,CivicPlus,yes,yes,5.5,52593,21.332229469999998,18.8,3144.7495587151557,15.131888600834122,1
van_zandt,0,2,48467,8,"Nonmetro, rural",59541,ezTask Titanium (TAC),no,yes,3.5,57706,18.199732559999998,13.3,842.5715606856589,70.66580784135101,0
victoria,3,5,48469,3,Small metro (<250k),91319,ezTask Titanium (TAC),yes,yes,4.1,67905,19.687020869999998,16.2,882.0866687299194,103.52610830349188,1
walker,0,2,48471,4,"Nonmetro, has an urban core",76400,Other / unknown,no,yes,4.6,53301,21.43211573,23.9,784.2222600010315,97.42136113287515,0
waller,0,3,48473,1,Large metro (1M+),56794,ezTask Titanium (TAC),no,yes,4.6,75223,26.57326328,13.6,513.2965247473666,110.64559618429674,0
ward,1,2,48475,6,"Nonmetro, has an urban core",11644,ezTask Titanium (TAC),yes,yes,3,60775,10.68670131,14.1,835.6027001220481,13.93485205145852,1
washington,2,4,48477,6,"Nonmetro, has an urban core",35805,ezTask Titanium (TAC),yes,yes,3.9,66911,31.002236229999994,14,604.1940814160727,59.26075925153464,1
webb,0,5,48479,2,Medium metro (250k-1M),267114,Other / unknown,no,yes,4,56289,20.94155631,22.6,3361.4777003744625,79.46326699422816,0
wharton,1,4,48481,4,"Nonmetro, has an urban core",41570,ezTask Titanium (TAC),no,yes,3.9,57487,19.225469579999995,15.9,1086.142082327938,38.27307741442321,0
wheeler,0,2,48483,9,"Nonmetro, rural",4990,ezTask Titanium (TAC),no,yes,3.7,55713,19.513641760000002,14.1,914.5328593805784,5.456337570396074,0
wichita,3,3,48485,3,Small metro (<250k),129350,WordPress,yes,yes,3.9,56634,24.83562819,14.6,627.5929618070718,206.1049244841013,1
wilbarger,0,2,48487,6,"Nonmetro, has an urban core",12887,ezTask Titanium (TAC),no,yes,5,52983,17.411437829999997,14.1,970.9458087048902,13.272625397280933,0
willacy,0,2,48489,6,"Nonmetro, has an urban core",20164,ezTask Titanium (TAC),no,yes,7.8,41648,12.181916619999999,34.3,590.6130233161573,34.14079812663755,0
williamson,3,4,48491,1,Large metro (1M+),609017,CivicPlus,yes,yes,3.4,101891,47.40231583000001,6,1115.8372553301026,545.793750021218,1
wilson,3,2,48493,1,Large metro (1M+),49753,ezTask Titanium (TAC),yes,yes,3.2,79432,26.27216926,9.8,803.7344426264567,61.9022868267488,1
winkler,0,2,48495,6,"Nonmetro, has an urban core",7791,CivicPlus,no,yes,3.4,69775,10.00638706,14.7,841.2687906123246,9.26101156602904,0
wise,3,3,48497,1,Large metro (1M+),68632,CivicPlus,yes,yes,3.7,80096,20.638971110000007,10.2,904.3949919909093,75.88719597939776,1
wood,3,5,48499,6,"Nonmetro, has an urban core",44843,ezTask Titanium (TAC),yes,yes,4.4,57504,22.260730469999995,14.1,645.2432297073364,69.49782335622412,1
yoakum,2,2,48501,9,"Nonmetro, rural",7694,ezTask Titanium (TAC),yes,yes,3.4,62748,14.2,12.8,799.715052359835,9.620926825493905,1
young,1,2,48503,7,"Nonmetro, has an urban core",17867,ezTask Titanium (TAC),no,yes,3.4,58297,23.582329319999996,14.8,914.4983136621427,19.53748818677525,0
zapata,0,3,48505,6,"Nonmetro, has an urban core",13889,ezTask Titanium (TAC),no,yes,6.4,39403,13.28046324,28.9,998.4123216689208,13.911086330328436,0
zavala,0,3,48507,7,"Nonmetro, has an urban core",9670,Other / unknown,no,yes,7.3,36237,9.551349457,25.4,1297.4070672471157,7.453327674958754,0
